msg_id,channel,received_at,sender_name,sender_phone,body,address_in_msg,county_in_msg,listing_in_msg,expected_topic,expected_urgency,expected_owner
WA-0021,whatsapp,2026-04-03T16:49:00Z,Tester Buyer-Smith,+14045550199,"Insurance renewal for 1720 Sycamore Blvd, Sugar Hill, GA is due next month. 🙏","1720 Sycamore Blvd, Sugar Hill, GA",Gwinnett,,admin,P3,Noa
WA-0022,whatsapp,2026-04-30T05:12:00Z,Tester Buyer-Smith,+14045550199,Looking for a 3BR/2BA in Cobb county under $550k. Do you have anything coming up?,"5824 Riverbend Way, Marietta, GA",Cobb,,buyer_lead,P2,Fabi
WA-0023,whatsapp,2026-05-14T00:36:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 985 Magnolia Ln, Cumming, GA. What's the market like in Forsyth right now? 🙏","985 Magnolia Ln, Cumming, GA",Forsyth,,seller_lead,P2,Fabi
WA-0024,whatsapp,2026-04-23T14:59:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
HOA sent a notice about new pool hours, forwarding to you.","7488 Cedar Trail, Atlanta, GA",Fulton,,admin,P3,Noa
WA-0025,whatsapp,2026-03-29T02:48:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Need to renew the lease at 4560 Oak Ave, Cumming, GA. Can you send the renewal terms?","4560 Oak Ave, Cumming, GA",Forsyth,,contract,P2,Noa
WA-0026,whatsapp,2026-05-03T00:37:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 5082 Pine Rd, Smyrna, GA. What's the market like in Cobb right now? 🙏

Also - can you let me know by tomorrow?","5082 Pine Rd, Smyrna, GA",Cobb,,seller_lead,P2,Fabi
WA-0027,whatsapp,2026-04-22T11:21:00Z,Tester Buyer-Smith,+14045550199,"Mom's birthday is next week - did you order the cake?

Also - can you let me know by tomorrow?","7700 Oak Ave, Sugar Hill, GA",Gwinnett,,personal,P3,ARCHIVE
WA-0028,whatsapp,2026-03-29T22:11:00Z,Tester Buyer-Smith,+14045550199,"I'm at 500 Willow Pkwy, Lawrenceville, GA but the door is locked. Are you on the way?","500 Willow Pkwy, Lawrenceville, GA",Gwinnett,,showing,P1,Fabi
WA-0029,whatsapp,2026-03-23T22:05:00Z,Tester Buyer-Smith,+14045550199,"Need to renew the lease at 1248 Sycamore Blvd, Cumming, GA. Can you send the renewal terms?","1248 Sycamore Blvd, Cumming, GA",Forsyth,,contract,P2,Noa
WA-0030,whatsapp,2026-03-26T10:06:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Locked out of 5835 Sycamore Blvd, Canton, GA at 11pm with the kids in the car. 🙏","5835 Sycamore Blvd, Canton, GA",Cherokee,,tenant_issue,P0,Nathalie
WA-0031,whatsapp,2026-03-20T17:50:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Light bulb in the hallway burned out, no rush.","1843 Pine Rd, Kennesaw, GA",Cobb,,maintenance,P3,Noa
WA-0032,whatsapp,2026-05-09T21:42:00Z,Tester Buyer-Smith,+14045550199,"Gas leak smell in the apartment, I called 911. 9755 Riverbend Way, Canton, GA

Also - can you let me know by tomorrow?","9755 Riverbend Way, Canton, GA",Cherokee,,tenant_issue,P0,Nathalie
WA-0033,whatsapp,2026-04-17T09:02:00Z,Tester Buyer-Smith,+14045550199,Your monthly newsletter from RealEstateDigest is here.,"8559 Maple Dr, Sugar Hill, GA",Gwinnett,,marketing_promo,P3,ARCHIVE
WA-0034,whatsapp,2026-04-22T08:42:00Z,Tester Buyer-Smith,+14045550199,Dentist appointment confirmed for Tuesday 2pm.,"9719 Oak Ave, Lawrenceville, GA",Gwinnett,,personal,P3,ARCHIVE
WA-0035,whatsapp,2026-05-04T14:19:00Z,Tester Buyer-Smith,+14045550199,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/","9727 Birch Ct, Cumming, GA",Forsyth,,spam,P3,ARCHIVE
WA-0036,whatsapp,2026-04-21T07:32:00Z,Tester Buyer-Smith,+14045550199,The work order #4421 for the dishwasher - any update? 🙏,"1203 Cedar Trail, Cumming, GA",Forsyth,,maintenance,P2,Noa
WA-0037,whatsapp,2026-05-06T03:33:00Z,Tester Buyer-Smith,+14045550199,"Light bulb in the hallway burned out, no rush. 🙏

Also - can you let me know by tomorrow?","271 Oak Ave, Cumming, GA",Forsyth,,maintenance,P3,Noa
WA-0038,whatsapp,2026-03-31T07:07:00Z,Tester Buyer-Smith,+14045550199,I'm a Nigerian prince and need your help moving $25M...,"6565 Willow Pkwy, Lawrenceville, GA",Gwinnett,,spam,P3,ARCHIVE
WA-0039,whatsapp,2026-04-28T18:17:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Appraisal came in at $620k for 5350 Willow Pkwy, Woodstock, GA. Numbers look good.

Also - can you let me know by tomorrow?","5350 Willow Pkwy, Woodstock, GA",Cherokee,,deal,P2,Nathalie
WA-0040,whatsapp,2026-04-20T09:12:00Z,Tester Buyer-Smith,+14045550199,"Appraisal came in at $620k for 9178 Maple Dr, Kennesaw, GA. Numbers look good.

Also - can you let me know by tomorrow?","9178 Maple Dr, Kennesaw, GA",Cobb,,deal,P2,Nathalie
WA-0041,whatsapp,2026-04-16T10:53:00Z,Tester Buyer-Smith,+14045550199,"Need to renew the lease at 7400 Maple Dr, Canton, GA. Can you send the renewal terms? 🙏

Also - can you let me know by tomorrow?","7400 Maple Dr, Canton, GA",Cherokee,,contract,P2,Noa
WA-0042,whatsapp,2026-05-14T12:30:00Z,Tester Buyer-Smith,+14045550199,Are you a real estate agent? Try our new CRM free for 30 days.,"5441 Willow Pkwy, Sandy Springs, GA",Fulton,,marketing_promo,P3,ARCHIVE
WA-0043,whatsapp,2026-04-28T07:44:00Z,Tester Buyer-Smith,+14045550199,"AC stopped cooling at 2098 Riverbend Way, Woodstock, GA. Indoor temp is 84F.

Also - can you let me know by tomorrow?","2098 Riverbend Way, Woodstock, GA",Cherokee,,tenant_issue,P1,Nathalie
WA-0044,whatsapp,2026-04-13T04:17:00Z,Tester Buyer-Smith,+14045550199,"Plumber invoice for 6260 Riverbend Way, Kennesaw, GA - approving with your sign-off.","6260 Riverbend Way, Kennesaw, GA",Cobb,,vendor,P3,Noa
WA-0045,whatsapp,2026-04-29T16:51:00Z,Tester Buyer-Smith,+14045550199,"Insurance renewal for 3914 Maple Dr, Sugar Hill, GA is due next month.","3914 Maple Dr, Sugar Hill, GA",Gwinnett,,admin,P3,Noa
WA-0046,whatsapp,2026-04-07T08:57:00Z,Tester Buyer-Smith,+14045550199,"Hi, I saw the listing at 4548 Birch Ct, Roswell, GA. Is it still available? I'd love a tour this weekend.","4548 Birch Ct, Roswell, GA",Fulton,,buyer_lead,P2,Nathalie
WA-0047,whatsapp,2026-04-01T00:41:00Z,Tester Buyer-Smith,+14045550199,"The painter quoted $1,800 for unit B at 7545 Magnolia Ln, Woodstock, GA - does that look right? 🙏","7545 Magnolia Ln, Woodstock, GA",Cherokee,,vendor,P2,Noa
WA-0048,whatsapp,2026-05-12T09:46:00Z,Tester Buyer-Smith,+14045550199,"Running 15 min late to the showing at 6930 Magnolia Ln, Brookhaven, GA, please tell the agent. 🙏

Also - can you let me know by tomorrow?","6930 Magnolia Ln, Brookhaven, GA",DeKalb,,showing,P1,Nathalie
WA-0049,whatsapp,2026-04-15T17:04:00Z,Tester Buyer-Smith,+14045550199,"Yoga class moved to 7am tomorrow. Want to come? 🙏

Also - can you let me know by tomorrow?","8606 Sycamore Blvd, Woodstock, GA",Cherokee,,personal,P3,ARCHIVE
WA-0050,whatsapp,2026-04-22T07:00:00Z,Tester Buyer-Smith,+14045550199,"EMERGENCY - water is pouring from the ceiling in unit at 7848 Magnolia Ln, Sandy Springs, GA!!","7848 Magnolia Ln, Sandy Springs, GA",Fulton,,tenant_issue,P0,Nathalie
WA-0051,whatsapp,2026-05-03T17:14:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Vendor said they'd be here at 10am, no show. Can you check on them?

Also - can you let me know by tomorrow?","1702 Maple Dr, Canton, GA",Cherokee,,maintenance,P2,Noa
WA-0052,whatsapp,2026-04-17T04:03:00Z,Tester Buyer-Smith,+14045550199,"Vendor said they'd be here at 10am, no show. Can you check on them?

Also - can you let me know by tomorrow?","320 Willow Pkwy, Brookhaven, GA",DeKalb,,maintenance,P2,Noa
WA-0053,whatsapp,2026-05-02T08:57:00Z,Tester Buyer-Smith,+14045550199,"Gas leak smell in the apartment, I called 911. 5579 Willow Pkwy, Sugar Hill, GA","5579 Willow Pkwy, Sugar Hill, GA",Gwinnett,,tenant_issue,P0,Nathalie
WA-0054,whatsapp,2026-03-28T18:11:00Z,Tester Buyer-Smith,+14045550199,"Gas leak smell in the apartment, I called 911. 1455 Maple Dr, Woodstock, GA 🙏","1455 Maple Dr, Woodstock, GA",Cherokee,,tenant_issue,P0,Nathalie
WA-0055,whatsapp,2026-05-11T23:18:00Z,Tester Buyer-Smith,+14045550199,"Neighbor in unit B has been playing loud music until 2am for a week. 9270 Peachtree St, Sandy Springs, GA","9270 Peachtree St, Sandy Springs, GA",Fulton,,tenant_issue,P2,Nathalie
WA-0056,whatsapp,2026-04-12T14:44:00Z,Tester Buyer-Smith,+14045550199,"Could you send me the seller's disclosure for 6925 Birch Ct, Brookhaven, GA (MLS MLS-7679844)?

Also - can you let me know by tomorrow?","6925 Birch Ct, Brookhaven, GA",DeKalb,MLS-7679844,document,P2,Noa
WA-0057,whatsapp,2026-04-18T12:21:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 3478 Oak Ave, Woodstock, GA. What's the market like in Cherokee right now?","3478 Oak Ave, Woodstock, GA",Cherokee,,seller_lead,P2,Fabi
WA-0058,whatsapp,2026-04-07T01:58:00Z,Tester Buyer-Smith,+14045550199,"Locked out of 8511 Oak Ave, Kennesaw, GA at 11pm with the kids in the car.","8511 Oak Ave, Kennesaw, GA",Cobb,,tenant_issue,P0,Nathalie
WA-0059,whatsapp,2026-04-29T12:22:00Z,Tester Buyer-Smith,+14045550199,Atlanta Realtors Network: invitation to our May mixer. 🙏,"8274 Sycamore Blvd, Cumming, GA",Forsyth,,marketing_promo,P3,ARCHIVE
WA-0060,whatsapp,2026-04-24T13:35:00Z,Tester Buyer-Smith,+14045550199,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/ 🙏","9106 Birch Ct, Cumming, GA",Forsyth,,spam,P3,ARCHIVE
WA-0061,whatsapp,2026-04-27T23:33:00Z,Tester Buyer-Smith,+14045550199,"Vendor said they'd be here at 10am, no show. Can you check on them? 🙏","1276 Birch Ct, Brookhaven, GA",DeKalb,,maintenance,P2,Noa
WA-0062,whatsapp,2026-03-27T08:51:00Z,Tester Buyer-Smith,+14045550199,"Locked out of 2964 Peachtree St, Sandy Springs, GA at 11pm with the kids in the car. 🙏

Also - can you let me know by tomorrow?","2964 Peachtree St, Sandy Springs, GA",Fulton,,tenant_issue,P0,Nathalie
WA-0063,whatsapp,2026-03-22T17:38:00Z,Tester Buyer-Smith,+14045550199,"No heat for 2 days now, my baby is freezing. 505 Riverbend Way, Canton, GA","505 Riverbend Way, Canton, GA",Cherokee,,tenant_issue,P0,Nathalie
WA-0064,whatsapp,2026-04-29T19:50:00Z,Tester Buyer-Smith,+14045550199,Lender needs proof of homeowners insurance by end of day.,"5194 Peachtree St, Marietta, GA",Cobb,,document,P1,Noa
WA-0065,whatsapp,2026-04-26T01:10:00Z,Tester Buyer-Smith,+14045550199,Dentist appointment confirmed for Tuesday 2pm.,"1954 Willow Pkwy, Canton, GA",Cherokee,,personal,P3,ARCHIVE
WA-0066,whatsapp,2026-04-21T19:38:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
No heat for 2 days now, my baby is freezing. 2953 Maple Dr, Canton, GA 🙏","2953 Maple Dr, Canton, GA",Cherokee,,tenant_issue,P0,Nathalie
WA-0067,whatsapp,2026-04-03T12:46:00Z,Tester Buyer-Smith,+14045550199,Your monthly newsletter from RealEstateDigest is here.,"4257 Peachtree St, Marietta, GA",Cobb,,marketing_promo,P3,ARCHIVE
WA-0068,whatsapp,2026-05-01T14:00:00Z,Tester Buyer-Smith,+14045550199,"Could you send me the seller's disclosure for 5452 Birch Ct, Duluth, GA (MLS MLS-7347904)?

Also - can you let me know by tomorrow?","5452 Birch Ct, Duluth, GA",Gwinnett,MLS-7347904,document,P2,Noa
WA-0069,whatsapp,2026-05-05T19:51:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Neighbor in unit B has been playing loud music until 2am for a week. 2234 Sycamore Blvd, Lawrenceville, GA 🙏","2234 Sycamore Blvd, Lawrenceville, GA",Gwinnett,,tenant_issue,P2,Nathalie
WA-0070,whatsapp,2026-04-20T06:32:00Z,Tester Buyer-Smith,+14045550199,"Need to renew the lease at 2762 Riverbend Way, Cumming, GA. Can you send the renewal terms?

Also - can you let me know by tomorrow?","2762 Riverbend Way, Cumming, GA",Forsyth,,contract,P2,Noa
WA-0071,whatsapp,2026-03-20T01:49:00Z,Tester Buyer-Smith,+14045550199,"The painter quoted $1,800 for unit B at 7037 Oak Ave, Duluth, GA - does that look right? 🙏","7037 Oak Ave, Duluth, GA",Gwinnett,,vendor,P2,Noa
WA-0072,whatsapp,2026-05-11T05:33:00Z,Tester Buyer-Smith,+14045550199,"EMERGENCY - water is pouring from the ceiling in unit at 6266 Magnolia Ln, Marietta, GA!! 🙏","6266 Magnolia Ln, Marietta, GA",Cobb,,tenant_issue,P0,Nathalie
WA-0073,whatsapp,2026-05-10T23:09:00Z,Tester Buyer-Smith,+14045550199,"Question on clause 7.b of the contract - what does 'as-is' really mean here?

Also - can you let me know by tomorrow?","9941 Willow Pkwy, Sugar Hill, GA",Gwinnett,,contract,P2,Noa
WA-0074,whatsapp,2026-04-24T10:44:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Could you send me the seller's disclosure for 5670 Pine Rd, Decatur, GA (MLS MLS-7818414)? 🙏","5670 Pine Rd, Decatur, GA",DeKalb,MLS-7818414,document,P2,Noa
WA-0075,whatsapp,2026-04-29T14:45:00Z,Tester Buyer-Smith,+14045550199,Boost your listings with our premium photography package.,"6815 Pine Rd, Marietta, GA",Cobb,,marketing_promo,P3,ARCHIVE
WA-0076,whatsapp,2026-05-16T18:28:00Z,Tester Buyer-Smith,+14045550199,Boost your listings with our premium photography package.,"2731 Oak Ave, Woodstock, GA",Cherokee,,marketing_promo,P3,ARCHIVE
WA-0077,whatsapp,2026-04-10T20:44:00Z,Tester Buyer-Smith,+14045550199,Dentist appointment confirmed for Tuesday 2pm.,"9356 Sycamore Blvd, Cumming, GA",Forsyth,,personal,P3,ARCHIVE
WA-0078,whatsapp,2026-04-22T18:29:00Z,Tester Buyer-Smith,+14045550199,"Could you send me the seller's disclosure for 9907 Maple Dr, Woodstock, GA (MLS MLS-7399609)?

Also - can you let me know by tomorrow?","9907 Maple Dr, Woodstock, GA",Cherokee,MLS-7399609,document,P2,Noa
WA-0079,whatsapp,2026-05-12T04:27:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
EMERGENCY - water is pouring from the ceiling in unit at 9243 Cedar Trail, Brookhaven, GA!!","9243 Cedar Trail, Brookhaven, GA",DeKalb,,tenant_issue,P0,Nathalie
WA-0080,whatsapp,2026-04-25T08:13:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Bathroom faucet is dripping non-stop, can a plumber come look?","4985 Cedar Trail, Cumming, GA",Forsyth,,tenant_issue,P2,Nathalie
WA-0081,whatsapp,2026-04-05T12:10:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 2544 Pine Rd, Smyrna, GA. What's the market like in Cobb right now?

Also - can you let me know by tomorrow?","2544 Pine Rd, Smyrna, GA",Cobb,,seller_lead,P2,Fabi
WA-0082,whatsapp,2026-04-13T02:44:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Could you send me the seller's disclosure for 2224 Magnolia Ln, Woodstock, GA (MLS MLS-7959078)?","2224 Magnolia Ln, Woodstock, GA",Cherokee,MLS-7959078,document,P2,Noa
WA-0083,whatsapp,2026-03-25T20:55:00Z,Tester Buyer-Smith,+14045550199,"Counter-offer received on 355 Sycamore Blvd, Cumming, GA - they want 5k more. What do you think? 🙏","355 Sycamore Blvd, Cumming, GA",Forsyth,,deal,P1,Nathalie
WA-0084,whatsapp,2026-04-12T00:24:00Z,Tester Buyer-Smith,+14045550199,Looking for a 3BR/2BA in Cobb county under $550k. Do you have anything coming up? 🙏,"1747 Cedar Trail, Kennesaw, GA",Cobb,,buyer_lead,P2,Fabi
WA-0085,whatsapp,2026-03-25T10:27:00Z,Tester Buyer-Smith,+14045550199,"Could you send me the seller's disclosure for 8544 Sycamore Blvd, Brookhaven, GA (MLS MLS-7981904)?

Also - can you let me know by tomorrow?","8544 Sycamore Blvd, Brookhaven, GA",DeKalb,MLS-7981904,document,P2,Noa
WA-0086,whatsapp,2026-04-18T19:10:00Z,Tester Buyer-Smith,+14045550199,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/

Also - can you let me know by tomorrow?","4946 Cedar Trail, Sugar Hill, GA",Gwinnett,,spam,P3,ARCHIVE
WA-0087,whatsapp,2026-05-03T21:34:00Z,Tester Buyer-Smith,+14045550199,Need to move ASAP - relocating for work in 3 weeks. Can you call me today?,"8935 Peachtree St, Cumming, GA",Forsyth,,buyer_lead,P1,Fabi
WA-0088,whatsapp,2026-04-17T19:55:00Z,Tester Buyer-Smith,+14045550199,"Locked out of 1165 Maple Dr, Canton, GA at 11pm with the kids in the car.","1165 Maple Dr, Canton, GA",Cherokee,,tenant_issue,P0,Nathalie
WA-0089,whatsapp,2026-04-23T16:10:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 8942 Magnolia Ln, Atlanta, GA. What's the market like in Fulton right now?","8942 Magnolia Ln, Atlanta, GA",Fulton,,seller_lead,P2,Nathalie
WA-0090,whatsapp,2026-03-25T21:49:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Bathroom faucet is dripping non-stop, can a plumber come look?","124 Willow Pkwy, Brookhaven, GA",DeKalb,,tenant_issue,P2,Nathalie
WA-0091,whatsapp,2026-05-07T10:23:00Z,Tester Buyer-Smith,+14045550199,"Got a late fee but I have proof I paid on time. Can we sort this out?

Also - can you let me know by tomorrow?","826 Birch Ct, Cumming, GA",Forsyth,,billing,P2,Noa
WA-0092,whatsapp,2026-04-18T15:14:00Z,Tester Buyer-Smith,+14045550199,"Vendor said they'd be here at 10am, no show. Can you check on them?","9567 Willow Pkwy, Sandy Springs, GA",Fulton,,maintenance,P2,Noa
WA-0093,whatsapp,2026-04-13T14:05:00Z,Tester Buyer-Smith,+14045550199,I paid rent on the 1st but it doesn't show in the portal yet.,"8024 Peachtree St, Marietta, GA",Cobb,,billing,P2,Noa
WA-0094,whatsapp,2026-04-12T17:17:00Z,Tester Buyer-Smith,+14045550199,"Plumber invoice for 6643 Maple Dr, Lawrenceville, GA - approving with your sign-off.

Also - can you let me know by tomorrow?","6643 Maple Dr, Lawrenceville, GA",Gwinnett,,vendor,P3,Noa
WA-0095,whatsapp,2026-05-03T06:36:00Z,Tester Buyer-Smith,+14045550199,Looking for a 3BR/2BA in DeKalb county under $550k. Do you have anything coming up? 🙏,"5603 Birch Ct, Decatur, GA",DeKalb,,buyer_lead,P2,Nathalie
WA-0096,whatsapp,2026-03-21T11:19:00Z,Tester Buyer-Smith,+14045550199,"The work order #4421 for the dishwasher - any update?

Also - can you let me know by tomorrow?","4667 Magnolia Ln, Lawrenceville, GA",Gwinnett,,maintenance,P2,Noa
WA-0097,whatsapp,2026-04-28T07:24:00Z,Tester Buyer-Smith,+14045550199,Got a late fee but I have proof I paid on time. Can we sort this out?,"8504 Peachtree St, Cumming, GA",Forsyth,,billing,P2,Noa
WA-0098,whatsapp,2026-05-06T02:52:00Z,Tester Buyer-Smith,+14045550199,"Lender needs proof of homeowners insurance by end of day.

Also - can you let me know by tomorrow?","8329 Oak Ave, Cumming, GA",Forsyth,,document,P1,Noa
WA-0099,whatsapp,2026-04-06T16:46:00Z,Tester Buyer-Smith,+14045550199,"Counter-offer received on 1717 Riverbend Way, Canton, GA - they want 5k more. What do you think?","1717 Riverbend Way, Canton, GA",Cherokee,,deal,P1,Nathalie
WA-0100,whatsapp,2026-05-15T03:56:00Z,Tester Buyer-Smith,+14045550199,Got the inspection report back. There are 3 items I'd like to negotiate.,"3471 Magnolia Ln, Sandy Springs, GA",Fulton,,deal,P1,Nathalie
WA-0101,whatsapp,2026-04-23T04:02:00Z,Tester Buyer-Smith,+14045550199,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/","895 Peachtree St, Smyrna, GA",Cobb,,spam,P3,ARCHIVE
WA-0102,whatsapp,2026-03-25T20:06:00Z,Tester Buyer-Smith,+14045550199,Are you a real estate agent? Try our new CRM free for 30 days. 🙏,"2686 Maple Dr, Cumming, GA",Forsyth,,marketing_promo,P3,ARCHIVE
WA-0103,whatsapp,2026-05-09T01:11:00Z,Tester Buyer-Smith,+14045550199,"Voice note transcription:
Counter-offer received on 5315 Oak Ave, Lawrenceville, GA - they want 5k more. What do you think?","5315 Oak Ave, Lawrenceville, GA",Gwinnett,,deal,P1,Nathalie
WA-0104,whatsapp,2026-05-09T14:04:00Z,Tester Buyer-Smith,+14045550199,"Hi Nathalie, I'd like to sell my house at 6034 Cedar Trail, Woodstock, GA. What's the market like in Cherokee right now?","6034 Cedar Trail, Woodstock, GA",Cherokee,,seller_lead,P2,Fabi
WA-0105,whatsapp,2026-04-02T16:16:00Z,Tester Buyer-Smith,+14045550199,Urgent: your bank account needs verification. Visit https://phish.example/,"4560 Oak Ave, Marietta, GA",Cobb,,spam,P3,ARCHIVE
WA-0106,whatsapp,2026-04-08T06:18:00Z,Tester Buyer-Smith,+14045550199,Need to move ASAP - relocating for work in 3 weeks. Can you call me today? 🙏,"2657 Sycamore Blvd, Sandy Springs, GA",Fulton,,buyer_lead,P1,Nathalie
WA-0107,whatsapp,2026-04-17T05:25:00Z,Tester Buyer-Smith,+14045550199,"Insurance renewal for 7237 Birch Ct, Canton, GA is due next month.","7237 Birch Ct, Canton, GA",Cherokee,,admin,P3,Noa
